genreId,name
72y78o2d,Simulador
pl2ke21x,Simulation
r2lrmp27,Simulation Game
65076w2m,Simulation Racing
q27wmznl,Simulation Video Game
l2kjle51,Simulation/Management
m65j4m5k,Simulator
92dvyr2l,Singeplayer
65jg1l5k,Single Level
65jj6e5k,Single Player
y5gvzd5e,single screen platform
dnqy9028,Single Stick Shooter
dnqyjk28,Single-Player
m21pz424,"Single-player, multiplayer"
p231vdn6,Singleplayer
65j8om2k,Siren Head Type
4n6wd729,Six Degrees of Freedom
q5wy1kng,Skate / Skateboard
d1npjyn7,Skateboarding
72y71x2d,Skating
75mlkgn3,Ski
650kornm,Ski Jumping Game / Simulator
qdnq7j28,Skiing
m21xpd54,Skill
6509v45m,Skill based
p236rr26,Skill Game
l2k6len1,Skill Tester
dnqv1j28,Skill/puzzle
q5wpxkng,Skywars
72ym7x2d,Slash'em up
y5g78r5e,Slasher
g2zoxwnl,slasher/shooter
r2rkd85z,Slendytubbies
d5ozd8nw,Sliding
q27y7z2l,Sliding Block
l2k6wrn1,Sliding-Block
p23x9r26,Slime
qdnqd028,small game
l2kldrn1,Smurfen
p2360d26,Smurfs
x5exd824,Snake
1n99oxnm,SNES
4n4e0w50,Sniper
x5eq0154,Sniper Shooter
q27q04nl,Snowboard
q5w4ogng,Snowboarding
rnvzdq5q,Snowboarding video game
650rpo5m,Soccer
d5oll35w,Soccer club management simulation
75mljxn3,Soccer simulator
x5e41rn4,Social
l2kyzz51,Social Deduction
1n99pvnm,Social simulation
l28l1onr,Social Simulator
y5ggzd5e,Society game
rnvvvrnq,Soda Drinker
p23xlk26,Sokoban
l2ky9r51,Solitaire
75mj1453,Solo
1n9erx2m,Solo game
l28wky2r,solodev
m21xrz54,sonic
1n9eyv2m,Soul-Like
dnqopj58,Souls Like
x5eq1r54,Souls like Game
r2ro0m2z,Souls-like
4n4pv8n0,Soulslike
g2z3konl,Sound
65jzkv2k,Space
72yzzdnd,Space Combat
q5wkw85g,Space combat simulator
rnvv0knq,Space Exploration
y5gx1dne,Space Flight Sim
q5w4dmng,Space flight simulation
q2743o2l,Space flight simulation game
m21d0424,Space flight simulator
x5e407n4,Space shooter
x5eydmn4,Space Sim
r2l63p27,Space Simulation
94n43w20,Space simulator
m21xvz54,Space Sports
65jv8k5k,Space trading and combat game
rnvj9rnq,Spaghetti
650e86nm,Spectacle Action
4n4pz8n0,Speed
d5oz8lnw,Speed Builders
92dxvy5l,speed game
r2rk765z,Speed Platformer
92dv0z2l,Speed Run
45xk16nd,Speedrun
l2k67zn1,Speedrunner
r2lrzw27,Speedrunning
m21ow454,Spending
92dmmm2l,Spider Simulator
m21pg424,Split Screen
r2l6qk27,Split-Screen
x5ey68n4,spooky
pm21v424,sport
x5e7rdn4,Sport Game
p23md3n6,Sport Games
92dkxxnl,Sport Simulation
wr2lpkn7,sport tactile
x5eqp754,Sport/Action
el28onrz,Sports
1n99wpnm,Sports - Boxing
1n9q3v2m,Sports Game
x5eqg854,Sports Games
r2rog82z,sports sim.
92ddyr2l,Sports Simulator
l2ky7e51,sports video game
q5wyd8ng,sports videogame
y5g7rk5e,"Sports, Fighting"
p236dd26,"Sports, Racing"
q5w3p82g,Sports/Soccer
4n666ln9,Sprint
q27kj1nl,Sprint car
rnvzr95q,spy
g2z3donl,Squad-based
x5ey07n4,SRPG
dnqxgk58,Stacker
1npz6w57,Stacking
m21xqr54,Star Trek
g2z8702l,Startergy
94n4ep50,Stealth
oq27o45l,Stealth Action
72y1ly2d,Stealth game
l2kydr51,Stealth Horror
4n6k3729,"Stealth, Action"
rnvxek2q,"Stealth, Adventure"
p236xx26,"Stealth, Shooting"
4n4xjp20,Stealth-Action
r2loo127,Stealth/Action
1n994vnm,Steam
6507ex2m,steampunk
4n461j20,Stereogram
1n90rvnm,STG
r2l6r127,STG:2D/Horizontal
y5gk1k2e,Stick
4n6kzk29,Stick Figure
45xwxvnd,Stickman
1n9q4p2m,Sticky
1npvvyn7,Stock
g2zqpr2l,Story
x5exz724,Story Based
g2z8o62l,Story Driven
4n6k8l29,Story Game
m21dlr24,Story mode
g2z36rnl,Story Rich
45xmpm2d,Storydriven
4n4ylpn0,Stradegy
92dvxm2l,Strand Game
g2z7g05l,Stratagy
g2zoqwnl,Strategic
r2lvmpn7,Strategie
oq2712l7,Strategy
y5gv3d5e,Strategy Game
72yppd2d,Strategy Games
yq5wxr2g,Strategy Role Playing Game
650e7wnm,Strategy RPG
92dxrz5l,Strategy video game
l28m6w5r,Strategy/Adventure
1n9x9znm,Strategy/Incremental
75mr08n3,Strategy/Tactics
p23xvk26,Streetpass
4n4yodn0,Strong Violence
65j8gl2k,Struggle
650ejrnm,Stunt
92dpmy2l,Stunt Shooter
m2167r54,Stylised
rnvzyr5q,Stylized
p231j3n6,Submarine Simulator
l2kjwr51,Sudoku
g2z76r5l,summer sports
1npere57,Super Mario
1n9xlznm,Super Mario 64
q5w38g2g,Super Mario Bros.
1n9qmd2m,Super Mario World ROM Hack
4n63pln9,super nintendo
4n6wgk29,Super Scope Rail Shooter
75mv9e53,Superhero
1n9lypnm,Superheroes
x5e7vdn4,Supernatural
g2z3wonl,supernatural investigative hunting RPG
q5wpmzng,Sureal
l2ko4zn1,Surf
r2lwm457,Surreal
x6509o5m,Survival
45xjgm2d,Survival Game
y5gg0x5e,Survival Games
vx5ezm54,Survival genre
qdnqekn8,Survival Horror
y72yro5d,Survival Horror / 3rd Person Shooter
q274px2l,Survival Horror-Shooter
1npz0k57,Survival RPG
650r865m,Survival RTS
g2zzow2l,Survival SF horror adventure
l2ko1wn1,"Survival, Action, Adventure, Shooter"
q5wk1k5g,Survival-Horror
p23xpk26,Swears
4n664kn9,Sword fighting
4n4y0on0,Swordfighting
45xw7vnd,Swords
p236g326,Synthwave
x5e74rn4,Table
rnvjdqnq,tabletop
x5ey3mn4,Tabletop game simulation
q5wdw8ng,Tactial Multiplayer First Person Shooter
rnvx492q,Tactic
q274y12l,Tactical
dnqovk58,Tactical Action
92dmwz2l,Tactical first-person shooter
r2l6v127,Tactical FPS
x5e4z8n4,Tactical game in real time
65j6vlnk,tactical role playing game
d5o0g35w,Tactical Role-Playing Game
r2rky95z,Tactical Roleplaying Game
pl2klzn1,Tactical RPG
yq5wqz5g,Tactical Shooter
75mlekn3,"Tactical shooter, Hero shooter"
p2364m26,Tactical Shooting
65jzqv2k,Tactics
l28ewo2r,Tactics RPG
q274w12l,Tactics shooter
q27q3znl,Tag Battle
45x4em2d,Tall Tale
l2kyww51,Tank
r2rk035z,Tank Action
4n4eep50,Tank Simulation
r2r03p2z,Tank Simulator
g2z7l65l,Tanks
q27ype2l,TBS
72ypdy2d,TCG
75mjo453,TD
y5gg9r5e,Team
1np0op27,Team-Based
92dxkr5l,Teamwork
y5gx8pne,Tech
72ypzx2d,technical
1npz3w57,Technical Platformer
x5e43mn4,Teenage Mutant Ninja Turtles
x5eqyr54,teleport
dnqj0j28,Teleportation
65j81m2k,Teletubbies
r2l6jw27,Tennis
jp23vdn6,tennis simulator sport
pl2kpr51,tennis sport simulator
pl2kv651,Terror
72ymy62d,Terror(eu acho)
q5wkxk5g,Terror/sobrevivência
6506y45m,Text
q4n6er29,Text Adventure
x650d62m,Text Based
g2zq9r2l,Text-Based
x5eqz854,Text-based game
g2zz402l,text-based game written game
rnvz8k5q,text-based RPG
75mg8853,The Bridge
dnqjm928,The Exorcist
q5wkgz5g,The puzzle
65jzem2k,Theme Park
oy5g64ne,Think and Gun
92dmrr2l,Third Person
q4n6vo59,Third person shooter
650r7w5m,Third Person Tactical Shooter
x6504x2m,Third-Person
jp231xn6,Third-Person Shooter
p23mwxn6,"Third-person shooter , Stealth-action"
72yozx5d,third-person-shooter
g2z7845l,Three Nightmare
4n4mjjn0,thriller
1np09p27,Throwback
45xwj6nd,Throwback Shooter
r2lvdwn7,tick-based
l281pk5r,Tile-matching
q5wdlgng,Tiles
r2r9p82z,Time Attack
1npegw57,Time management
72yp962d,Time Manipulation
1n9xqznm,Time Travel
4n4pwwn0,Time Trial
l2komrn1,Time Trials
1np08k27,Time-stopping
92dxem5l,Timed
6506165m,Timing
d5ook85w,Tir
rnvxyk2q,Top down
m21orr54,Top Down Scroller
dnqo8r58,Top Down Shooter
1n9xeqnm,Top view
x5eqx154,Top view shot
oy5gkp2e,Top-down
45xq16nd,Top-down adventure
65jgvk5k,Top-Down Hack & Slash
r2rop32z,Top-Down Racer
y45xl65d,Top-Down Shooter
l281mw5r,topdown
y5gxpdne,Topdown Scroller
1npvdvn7,TopDown Shooter
1n9l9znm,Touhou
x5ex8124,touhou fangame
1npe1v57,Tournament Fighter
q5w3xr2g,Tower Defence
oy5gwd2e,Tower defense
p23xwm26,Town and City
92dkg3nl,Town and city.
m65jkv2k,Toys-to-life
r2rod32z,TPS
l2kjje51,Track & Field
d5ozj3nw,Trading
72y18x2d,Trading Card Game
m21xxl54,Traditional boxing simulation
4n6kr029,Train
65jzp12k,Train Racing
d5olw05w,Train simulator
m21d8l24,Training Game
d5o0v35w,Trains
m216wz54,trajectory-based puzzle game
g2z340nl,Trap
9rnvzk5q,Trash
45x4ov2d,Travel
dnqxym58,Trial racing
rnv9rx2q,Triangles
4n4yqjn0,Triathlon
yq5weg5g,Trivia
72y7qo2d,TRPG
l286qwnr,Truck RPG
r2lw7w57,Truck Simulator
q27q9znl,trucking simulator
72ypxd2d,trucks
l2kj7z51,Tube Shooter
q27qmznl,Turkey
1np01e27,Türkiye
x5e4dmn4,Turn Based
1n9eqp2m,turn based shooter
vx5epmn4,Turn Based Strategy
4n63w7n9,Turn Based War
45xmm82d,Turn by Turn
65jz4m2k,Turn-Based
l2klj6n1,Turn-Based Combat
y5gv745e,Turn-based RPG
o75mrgn3,Turn-Based Strategy
1n90rdnm,Turn-based strategy game
r2rvj6nz,Turn-Based Stratergy
p231qrn6,Turn-based tactics
92dv432l,Turnbased Strategy
650emxnm,Turned-Based Strategy
m21xlr54,TV Show
g2zqr02l,Twin stick
650rqo5m,Twin Stick Shooter
dnqevkn8,Twin-Stick
l28mvm5r,Twin-Stick Shooter
g2z3r6nl,Twinstick shooter
1np8kw57,Twitch Platformer
1np0kw27,Two Player
rnvvlxnq,ty
q2747z2l,Tycoon
l28lkynr,tycoon/adventure
m2169954,type run and gun
d5olq05w,TypeToShoot
m65j31nk,Typing
q271pe2l,Typing geme
p23oox26,Typing Tutor
6509pw5m,UFC
65j6xvnk,UHC
p236ed26,UHC Meetup
dnqvrk28,Undertale
75mgkk53,Underwater
45xjo92d,Unique
65j6k1nk,Universe Colonization
4n46xw20,Unreal
92dxpy5l,Unreal Engine
m21dvz24,Upgrades
65j6denk,Upgrading
72ypvy2d,User-Generated Content
r2lvlwn7,Utility
1n90wznm,Vampires
d5og1l2w,Vapor-Horror
1n9xxqnm,Vaporwave
4n4xrd20,Variety
m21ojz54,Vehicle
y5gggp5e,Vehicle combat
7d5o7j2w,Vehicle Simulation
r2rzzm5z,Vehicle Simulation Game
p92dmm2l,Vehicular combat
l2814r5r,Versus
vx5eer54,Versus Fighting
45xm792d,Vertical
92dvvm2l,Vertical Danmaku Shooting Game
4n4xxp20,Vertical Danmaku Shooting Games
x5ex0124,Vertical Flying Shooter
6507xo2m,Vertical Scrolling Shoot'em Up
l28eeo2r,Vertical Scrolling Shooter
dnqemjn8,Vertical Scrolling Shoot’em Up
r2rkmp5z,Vertical Shoot 'em Up
r2lvzwn7,Vertical Shoot'em Up
r2r9l92z,Vertical Shooter
q5wyzkng,Vertical Side-Scrolling Shooting
q271mx2l,Vertical-scrolling shooter
r2lvgkn7,Vertical/Horizontal Scrolling Shoot'em Up
65063o5m,vertically scrolling shoot 'em up
y5gjwr5e,Vertically scrolling shooter
m21o4454,Victor's Nightmare 1
r2r9032z,Victorian
4n63rkn9,Video game
l28e7y2r,videogame
l2kozzn1,Videojuego de disparos
m216kr54,Videojuego de pelea
92dd732l,Vietnam
92dvgx2l,Villain Protagonist
75mllgn3,Violence
vx5evrn4,Violent
y5g7vp5e,Virtual Pet
4n6wq029,Virtual Reality
4n66rkn9,Visual Card
1g2zq62l,Visual Novel
65jvxm5k,Voice Control
q27weenl,Volleyball
72ypew2d,Voxel
p231mxn6,VR
72y10x2d,VR FPS
y5ggmk5e,VR Platformer
4n4mppn0,VR Puzzle
q27y112l,VR Shooter
q5wy7gng,VRChat
r2rkp85z,VRMMO
q5wdmgng,VRs only FPS PVP and PVE
72ymdy2d,Walk Simulation
4n4podn0,Walking
r2lwy457,Walking Sim
oq27412l,Walking Simulator
92ddmy2l,War
45xwm6nd,War Game
4n4y1jn0,Warden-like
45xkevnd,Wargame
4n6637n9,Wargames
92dxxm5l,wariowarelike
1n9xvdnm,Waste Your time
650ed6nm,Water
65jz1l2k,Water Sports
g2z3jrnl,Wave Survival
r2rk935z,Weapons
g2z81o2l,Web
94n40w20,Web Game
d5olop5w,Web Games
g2z8q62l,webgame
65079w2m,Weibliche Hauptfigur
4n6y6l59,Weird
l28elo2r,Weltraum
4n63vkn9,Werewolf
x650o65m,Western
rnvz4x5q,western-style
6506lw5m,whimsical
q5w3jk2g,Wholesome
1npjkwn7,Wierd
d5oorj5w,Wii
y5gxdkne,WiiWare
92dpem2l,win98
4n4xqp20,windows
75mgxx53,Winter
d5oo1l5w,Winter Sports
y5gk8r2e,Word
4n6ykl59,Word game
45xm692d,Worker management
1n9xoxnm,World Record
q2719z2l,World War 1
dnqjqj28,World War 2
d5olyj5w,WR
d5oom35w,WRC
y72ypy2d,Wrestling
vx5e41n4,WRPG
1npz4e57,WW1
1np8lw57,WW2
92dp6y2l,XBLA
1npzdv57,Xbox 360 Arcade
p23xqx26,Youtuber
q271442l,yum
l2kl1rn1,Zachlike
p23oed26,Zelda-like
4n4poon0,Zelda-lite
4n4ekw50,Zombie
45xwp8nd,Zombie Apocalypse
m21p3d24,Zombie Shooter
x5e4jdn4,Zombie Survival
g2zqq62l,Zombies
r2rvp8nz,Zorkian
dnqxrk58,Zumbi
6507v42m,приключенческий симулятор с элементами ролевой игры
6509rx5m,приключенческий симулятор с элементами РПГ
q5wkem5g,シュール＆スタイリッシュバトルRPG
1n99dxnm,￼Platformer
